-0.12771782279014587	-2.1211113929748535	1.0
-2.5737446776474826e-05	-10.56757640838623	1.0
-6.426389694213867	-0.0016195940552279353	1.0
-0.0012223877711221576	-6.7075605392456055	1.0
-6.976224422454834	-0.000934258452616632	1.0
-0.04005489498376846	-3.2374649047851562	1.0
-0.0033930048812180758	-5.687735557556152	1.0
-6.800020217895508	-0.001114373211748898	1.0
-0.08222177624702454	-2.5391643047332764	1.0
-0.005715249106287956	-5.167473793029785	1.0
-3.726311445236206	-0.024376196786761284	1.0
-0.003801292972639203	-5.574314117431641	1.0
-0.00928634125739336	-4.683850288391113	1.0
-0.0007271479698829353	-7.226744174957275	1.0
-5.087035179138184	-0.006195454392582178	1.0
-0.002704847604036331	-5.914061546325684	1.0
-9.669105929788202e-05	-9.244037628173828	1.0
-4.350252151489258	-0.012987527996301651	1.0
-0.006263133138418198	-5.076204299926758	1.0
-0.010229609906673431	-4.587579250335693	1.0
-6.160566329956055	-0.0021132889669388533	1.0
-0.004575477447360754	-5.389330863952637	1.0
-5.679069519042969	-0.0034225869458168745	1.0
-4.589485168457031	-0.01021003257483244	1.0
-4.297251224517822	-0.013699311763048172	1.0
