-2.729212522506714	-0.06749828904867172	1.0
-3.040435791015625	-0.048994939774274826	1.0
-0.19285902380943298	-1.7406760454177856	1.0
-0.02308095060288906	-3.780266046524048	1.0
-0.20388062298297882	-1.6904295682907104	1.0
-0.21564878523349762	-1.6399916410446167	1.0
-1.4604153633117676	-0.26414766907691956	1.0
-2.565371513366699	-0.08000753819942474	1.0
-0.17258165776729584	-1.8419348001480103	1.0
-0.6103842854499817	-0.7833828330039978	1.0
-2.226238489151001	-0.11421476304531097	1.0
-0.06199498847126961	-2.8115391731262207	1.0
-1.7325010299682617	-0.19460658729076385	1.0
-1.9531694650650024	-0.15294590592384338	1.0
-3.093531608581543	-0.04640164226293564	1.0
-0.10091350227594376	-2.3435239791870117	1.0
-1.6797866821289062	-0.20630329847335815	1.0
-2.4267637729644775	-0.09246862679719925	1.0
-1.7969220876693726	-0.18129222095012665	1.0
-0.33604317903518677	-1.2538363933563232	1.0
-0.10978752374649048	-2.2636001110076904	1.0
-0.10299215465784073	-2.3241567611694336	1.0
-1.4790799617767334	-0.25857284665107727	1.0
-1.7220183610916138	-0.1968730390071869	1.0
-2.521017551422119	-0.08379232883453369	1.0
