-3.5390498638153076	-0.029470939189195633	1.0
-3.6523091793060303	-0.026273319497704506	1.0
-0.8169333338737488	-0.5830100178718567	1.0
-3.0604231357574463	-0.048001717776060104	1.0
-3.470278739929199	-0.03160249441862106	1.0
-0.44900333881378174	-1.0168404579162598	1.0
-2.1683976650238037	-0.12144552916288376	1.0
-0.026241399347782135	-3.6535089015960693	1.0
-0.03705555573105812	-3.313807487487793	1.0
-0.13583339750766754	-2.063474178314209	1.0
-0.48181623220443726	-0.9614464640617371	1.0
-0.14445248246192932	-2.0061614513397217	1.0
-1.853431224822998	-0.17043080925941467	1.0
-0.0055282930843532085	-5.200639247894287	1.0
-0.03485913947224617	-3.373818874359131	1.0
-3.134611129760742	-0.04449191316962242	1.0
-0.04899516701698303	-3.040431261062622	1.0
-3.4236435890197754	-0.033136457204818726	1.0
-3.2149622440338135	-0.04098539054393768	1.0
-0.15224520862102509	-1.9574198722839355	1.0
-3.3050591945648193	-0.03738731890916824	1.0
-0.023016078397631645	-3.783048152923584	1.0
-0.12048979103565216	-2.175830364227295	1.0
-3.2341811656951904	-0.04018933326005936	1.0
-4.3029680252075195	-0.013620690442621708	1.0
